,year,franchise,kpg
1110,1968,MIN,5.962962963
1111,1968,NYM,7.380368098
1112,1968,NYY,5.841463415
1113,1968,OAK,6.26993865
1114,1968,PHI,6.191358025
1115,1968,PIT,5.846625767
1116,1968,SFG,5.54601227
1117,1968,STL,5.537037037
1118,1968,TEX,5.962732919
1119,1969,ANA,5.699386503
1120,1969,ATL,4.104938272
1121,1969,BAL,4.975308642
1122,1969,BOS,5.697530864
1123,1969,CHC,5.693251534
1124,1969,CHW,5.209876543
1125,1969,CIN,6.392638037
1126,1969,CLE,5.627329193
1127,1969,DET,5.691358025
1128,1969,HOU,6
1129,1969,KCR,5.527607362
1130,1969,LAD,5.080246914
1131,1969,MIL,6.226993865
1132,1969,MIN,5.592592593
1133,1969,NYM,6.722222222
1134,1969,NYY,5.185185185
1135,1969,OAK,5.882716049
1136,1969,PHI,6.975308642
1137,1969,PIT,5.827160494
1138,1969,SDP,7.055555556
1139,1969,SFG,6.50617284
1140,1969,STL,5.407407407
1141,1969,TEX,5.555555556
1142,1969,WSN,5.938271605
1143,1970,ANA,5.691358025
1144,1970,ATL,4.543209877
1145,1970,BAL,5.87654321
1146,1970,BOS,5.277777778
1147,1970,CHC,5.209876543
1148,1970,CHW,5.382716049
1149,1970,CIN,6.074074074
1150,1970,CLE,5.611111111
1151,1970,DET,5.092592593
1152,1970,HOU,5.62345679
1153,1970,KCR,5.913580247
1154,1970,LAD,5.223602484
1155,1970,MIL,6.042944785
1156,1970,MIN,5.586419753
1157,1970,NYM,6.555555556
1158,1970,NYY,4.957055215
1159,1970,OAK,6.030864198
1160,1970,PHI,6.621118012
1161,1970,PIT,5.37654321
1162,1970,SDP,7.185185185
1163,1970,SFG,6.203703704
1164,1970,STL,5.932098765
1165,1970,TEX,6.104938272
1166,1970,WSN,6
1167,1971,ANA,5.104938272
1168,1971,ATL,4.611111111
1169,1971,BAL,5.341772152
1170,1971,BOS,5.37654321
1171,1971,CHC,4.765432099
1172,1971,CHW,5.37037037
1173,1971,CIN,5.598765432
1174,1971,CLE,5.358024691
1175,1971,DET,5.271604938
1176,1971,HOU,5.481481481
1177,1971,KCR,5.086956522
1178,1971,LAD,4.660493827
1179,1971,MIL,5.739130435
1180,1971,MIN,5.2875
1181,1971,NYM,5.913580247
1182,1971,NYY,4.425925926
1183,1971,OAK,6.322981366
1184,1971,PHI,6.364197531
1185,1971,PIT,5.672839506
1186,1971,SDP,6
1187,1971,SFG,6.432098765
1188,1971,STL,4.644171779
1189,1971,TEX,6.012578616
1190,1971,WSN,4.938271605
1191,1972,ANA,5.483870968
1192,1972,ATL,4.967741935
1193,1972,BAL,6.071428571
1194,1972,BOS,5.535483871
1195,1972,CHC,5.224358974
1196,1972,CHW,6.435064935
1197,1972,CIN,5.935064935
1198,1972,CLE,4.884615385
1199,1972,DET,5.083333333
1200,1972,HOU,5.928104575
1201,1972,KCR,4.616883117
1202,1972,LAD,5.070967742
1203,1972,MIL,5.564102564
1204,1972,MIN,5.876623377
1205,1972,NYM,6.346153846
1206,1972,NYY,4.44516129
1207,1972,OAK,5.716129032
1208,1972,PHI,5.961538462
1209,1972,PIT,5.619354839
1210,1972,SDP,6.379084967
1211,1972,SFG,6.219354839
1212,1972,STL,5.083333333
1213,1972,TEX,6.012987013
1214,1972,WSN,5.307692308
1215,1973,ANA,5.037037037
1216,1973,ATL,5.37037037
1217,1973,BAL,4.641975309
1218,1973,BOS,4.932098765
1219,1973,CHC,5.310559006
1220,1973,CHW,5.87654321
1221,1973,CIN,5.845679012
1222,1973,CLE,4.895061728
1223,1973,DET,4.456790123
1224,1973,HOU,5.938271605
1225,1973,KCR,4.296296296
1226,1973,LAD,4.907407407
1227,1973,MIL,6.030864198
1228,1973,MIN,5.888888889
1229,1973,NYM,5
1230,1973,NYY,4.197530864
1231,1973,OAK,5.672839506
1232,1973,PHI,6.043209877
1233,1973,PIT,5.197530864
1234,1973,SDP,5.962962963
1235,1973,SFG,5.635802469
1236,1973,STL,4.913580247
1237,1973,TEX,4.882716049
1238,1973,WSN,4.796296296
1239,1974,ANA,4.914110429
1240,1974,ATL,4.736196319
1241,1974,BAL,4.75308642
1242,1974,BOS,5.00617284
1243,1974,CHC,5.290123457
1244,1974,CHW,5.263803681
1245,1974,CIN,5.766871166
1246,1974,CLE,4.666666667
1247,1974,DET,4.839506173
1248,1974,HOU,5.333333333
1249,1974,KCR,4.740740741
1250,1974,LAD,5.061728395
1251,1974,MIL,5.611111111
1252,1974,MIN,4.852760736
1253,1974,NYM,4.537037037
1254,1974,NYY,4.259259259
1255,1974,OAK,5.407407407
1256,1974,PHI,5.074074074
1257,1974,PIT,5.111111111
1258,1974,SDP,5.555555556
1259,1974,SFG,5.364197531
1260,1974,STL,4.670807453
1261,1974,TEX,4.409937888
1262,1974,WSN,5.043478261
1263,1975,ANA,5.037267081
1264,1975,ATL,4.714285714
1265,1975,BAL,5.245283019
1266,1975,BOS,4.63125
1267,1975,CHC,4.950617284
1268,1975,CHW,4.968944099
1269,1975,CIN,5.654320988
1270,1975,CLE,4.194968553
1271,1975,DET,5.48427673
1272,1975,HOU,4.703703704
1273,1975,KCR,4.166666667
1274,1975,LAD,5.092592593
1275,1975,MIL,5.691358025
1276,1975,MIN,4.691823899
1277,1975,NYM,4.969135802
1278,1975,NYY,4.4375
1279,1975,OAK,5.222222222
1280,1975,PHI,5.925925926
1281,1975,PIT,5.167701863
1282,1975,SDP,4.654320988
1283,1975,SFG,4.813664596
1284,1975,STL,3.981595092
1285,1975,TEX,5.327160494
1286,1975,WSN,5.888888889
1287,1976,ANA,5.012345679
1288,1976,ATL,5.00617284
1289,1976,BAL,5.450617284
1290,1976,BOS,5.135802469
1291,1976,CHC,5.148148148
1292,1976,CHW,4.590062112
1293,1976,CIN,5.567901235
1294,1976,CLE,3.968553459
1295,1976,DET,4.534161491
1296,1976,HOU,4.438271605
1297,1976,KCR,4.012345679
1298,1976,LAD,4.592592593
1299,1976,MIL,5.645962733
1300,1976,MIN,4.407407407
1301,1976,NYM,4.919753086
1302,1976,NYY,3.874213836
1303,1976,OAK,5.080745342
1304,1976,PHI,4.895061728
1305,1976,PIT,4.981481481
1306,1976,SDP,4.419753086
1307,1976,SFG,4.802469136
1308,1976,STL,5.308641975
1309,1976,TEX,4.99382716
1310,1976,WSN,5.191358025
1311,1977,ANA,5.432098765
1312,1977,ATL,5.407407407
1313,1977,BAL,5.869565217
1314,1977,BOS,5.621118012
1315,1977,CHC,4.913580247
1316,1977,CHW,4.111111111
1317,1977,CIN,5.62345679
1318,1977,CLE,4.273291925
1319,1977,DET,4.716049383
1320,1977,HOU,5.179012346
1321,1977,KCR,4.240740741
1322,1977,LAD,5.530864198
1323,1977,MIL,5.320987654
1324,1977,MIN,4.683229814
1325,1977,NYM,5.475308642
1326,1977,NYY,4.203703704
1327,1977,OAK,5.652173913
1328,1977,PHI,4.975308642
1329,1977,PIT,5.419753086
1330,1977,SDP,6.524691358
1331,1977,SEA,4.74691358
1332,1977,SFG,5.197530864
1333,1977,STL,5.080246914
1334,1977,TEX,5.580246914
1335,1977,TOR,5.086956522
1336,1977,WSN,5.413580247
1337,1978,ANA,4.209876543
1338,1978,ATL,5.395061728
1339,1978,BAL,5.366459627
1340,1978,BOS,5.122699387
1341,1978,CHC,4.604938272
1342,1978,CHW,3.881987578
1343,1978,CIN,5.583850932
1344,1978,CLE,4.389937107
1345,1978,DET,4.290123457
1346,1978,HOU,4.586419753
1347,1978,KCR,3.975308642
1348,1978,LAD,5.049382716
1349,1978,MIL,4.969135802
1350,1978,MIN,4.222222222
1351,1978,NYM,5.117283951
1352,1978,NYY,4.263803681
1353,1978,OAK,4.938271605
1354,1978,PHI,5.345679012
1355,1978,PIT,5.428571429
1356,1978,SDP,5.234567901
1357,1978,SEA,4.3875
1358,1978,SFG,5.024691358
1359,1978,STL,4.401234568
1360,1978,TEX,4.808641975
1361,1978,TOR,4.00621118
1362,1978,WSN,5.438271605
1363,1979,ANA,5.203703704
1364,1979,ATL,5.1125
1365,1979,BAL,5.327044025
1366,1979,BOS,4.425
1367,1979,CHC,4.703703704
1368,1979,CHW,4.175
1369,1979,CIN,5.602484472
1370,1979,CLE,4.881987578
1371,1979,DET,5.055900621
1372,1979,HOU,4.598765432
1373,1979,KCR,4.166666667
1374,1979,LAD,5.148148148
1375,1979,MIL,4.627329193
1376,1979,MIN,4.277777778
1377,1979,NYM,5.012269939
1378,1979,NYY,3.6875
1379,1979,OAK,4.635802469
1380,1979,PHI,4.687116564
1381,1979,PIT,5.245398773
1382,1979,SDP,4.782608696
1383,1979,SEA,4.475308642
1384,1979,SFG,5.709876543
1385,1979,STL,5.141104294
1386,1979,TEX,3.74691358
1387,1979,TOR,4.092592593
1388,1979,WSN,5.5625
1389,1980,ANA,5.55625
1390,1980,ATL,5.583850932
1391,1980,BAL,4.728395062
1392,1980,BOS,4.5
1393,1980,CHC,5.62962963
1394,1980,CHW,4.135802469
1395,1980,CIN,5.226993865
1396,1980,CLE,3.90625
1397,1980,DET,5.17791411
1398,1980,HOU,4.63190184
1399,1980,KCR,4.37654321
1400,1980,LAD,5.190184049
1401,1980,MIL,4.598765432
1402,1980,MIN,4.366459627
1403,1980,NYM,5.185185185
1404,1980,NYY,4.561728395
1405,1980,OAK,5.086419753
1406,1980,PHI,4.37037037
1407,1980,PIT,4.691358025
1408,1980,SDP,4.852760736
1409,1980,SEA,4.460122699
1410,1980,SFG,5.217391304
1411,1980,STL,4.820987654
1412,1980,TEX,3.613496933
1413,1980,TOR,5.018518519
1414,1980,WSN,5.339506173
1415,1981,ANA,5.190909091
1416,1981,ATL,5.046728972
1417,1981,BAL,4.323809524
1418,1981,BOS,4.814814815
1419,1981,CHC,5.764150943
1420,1981,CHW,4.886792453
1421,1981,CIN,5.12037037
1422,1981,CLE,3.67961165
1423,1981,DET,4.587155963
1424,1981,HOU,4.436363636
1425,1981,KCR,4.067961165
1426,1981,LAD,5
1427,1981,MIL,4.229357798
1428,1981,MIN,4.518181818
1429,1981,NYM,5.742857143
1430,1981,NYY,4.056074766
1431,1981,OAK,5.935779817
1432,1981,PHI,4.037383178
1433,1981,PIT,4.796116505
1434,1981,SDP,4.772727273
1435,1981,SEA,5.027272727
1436,1981,SFG,4.891891892
1437,1981,STL,4.805825243
1438,1981,TEX,3.771428571
1439,1981,TOR,5.245283019
1440,1981,WSN,4.611111111
1441,1982,ANA,4.691358025
1442,1982,ATL,5.364197531
1443,1982,BAL,4.883435583
1444,1982,BOS,4.543209877
1445,1982,CHC,5.364197531
1446,1982,CHW,5.345679012
1447,1982,CIN,5.043209877
1448,1982,CLE,3.858024691
1449,1982,DET,4.981481481
1450,1982,HOU,5.12345679
1451,1982,KCR,4.679012346
1452,1982,LAD,4.962962963
1453,1982,MIL,4.380368098
1454,1982,MIN,5.475308642
1455,1982,NYM,6.203703704
1456,1982,NYY,4.438271605
1457,1982,OAK,5.851851852
1458,1982,PHI,5.12962963
1459,1982,PIT,5.320987654
1460,1982,SDP,5.413580247
1461,1982,SEA,4.975308642
1462,1982,SFG,5.648148148
1463,1982,STL,4.969135802
1464,1982,TEX,4.62962963
1465,1982,TOR,4.62345679
1466,1982,WSN,5.037037037
1467,1983,ANA,5.154320988
1468,1983,ATL,5.228395062
1469,1983,BAL,4.938271605
1470,1983,BOS,4.679012346
1471,1983,CHC,5.358024691
1472,1983,CHW,5.481481481
1473,1983,CIN,6.209876543
1474,1983,CLE,4.265432099
1475,1983,DET,5.12962963
1476,1983,HOU,5.364197531
1477,1983,KCR,4.429447853
1478,1983,LAD,5.674846626
1479,1983,MIL,4.104938272
1480,1983,MIN,4.950617284
1481,1983,NYM,6.364197531
1482,1983,NYY,4.234567901
1483,1983,OAK,5.382716049
1484,1983,PHI,5.558282209
1485,1983,PIT,5.388888889
1486,1983,SDP,5.042944785
1487,1983,SEA,5.185185185
1488,1983,SFG,6.111111111
1489,1983,STL,5.425925926
1490,1983,TEX,4.705521472
1491,1983,TOR,5
1492,1983,WSN,4.496932515
1493,1984,ANA,5.728395062
1494,1984,ATL,5.530864198
1495,1984,BAL,5.456790123
1496,1984,BOS,5.197530864
1497,1984,CHC,6.00621118
1498,1984,CHW,5.450617284
1499,1984,CIN,6.037037037
1500,1984,CLE,5
1501,1984,DET,5.808641975
1502,1984,HOU,5.166666667
1503,1984,KCR,5.135802469
1504,1984,LAD,5.117283951
1505,1984,MIL,4.180124224
1506,1984,MIN,4.537037037
1507,1984,NYM,6.179012346
1508,1984,NYY,4.154320988
1509,1984,OAK,5.37654321
1510,1984,PHI,6.691358025
1511,1984,PIT,5.191358025
1512,1984,SDP,5
1513,1984,SEA,5.37654321
1514,1984,SFG,6.049382716
1515,1984,STL,5.703703704
1516,1984,TEX,5.01242236
1517,1984,TOR,5.006134969
1518,1984,WSN,4.857142857
1519,1985,ANA,5.567901235
1520,1985,ATL,5.240740741
1521,1985,BAL,5.639751553
1522,1985,BOS,5.006134969
1523,1985,CHC,5.783950617
1524,1985,CHW,5.171779141
1525,1985,CIN,5.283950617
1526,1985,CLE,5.043209877
1527,1985,DET,5.751552795
1528,1985,HOU,5.388888889
1529,1985,KCR,5.185185185
1530,1985,LAD,5.222222222
1531,1985,MIL,4.633540373
1532,1985,MIN,4.808641975
1533,1985,NYM,5.382716049
1534,1985,NYY,4.788819876
1535,1985,OAK,5.314814815
1536,1985,PHI,6.759259259
1537,1985,PIT,5.229813665
1538,1985,SDP,4.99382716
1539,1985,SEA,5.814814815
1540,1985,SFG,5.938271605
1541,1985,STL,5.265432099
1542,1985,TEX,5.086956522
1543,1985,TOR,5.01242236
1544,1985,WSN,5.465838509
1545,1986,ANA,5.308641975
1546,1986,ATL,5.614906832
1547,1986,BAL,5.320987654
1548,1986,BOS,4.391304348
1549,1986,CHC,6.0375
1550,1986,CHW,5.802469136
1551,1986,CIN,5.679012346
1552,1986,CLE,5.791411043
1553,1986,DET,5.462962963
1554,1986,HOU,5.654320988
1555,1986,KCR,5.672839506
1556,1986,LAD,5.962962963
1557,1986,MIL,6.124223602
1558,1986,MIN,6.030864198
1559,1986,NYM,5.975308642
1560,1986,NYY,5.62345679
1561,1986,OAK,6.067901235
1562,1986,PHI,7.167701863
1563,1986,PIT,5.734567901
1564,1986,SDP,5.660493827
1565,1986,SEA,7.086419753
1566,1986,SFG,6.709876543
1567,1986,STL,5.621118012
1568,1986,TEX,6.716049383
1569,1986,TOR,5.202453988
1570,1986,WSN,6.310559006
1571,1987,ANA,5.716049383
1572,1987,ATL,5.180124224
1573,1987,BAL,5.796296296
1574,1987,BOS,5.092592593
1575,1987,CHC,6.608695652
1576,1987,CHW,5.99382716
1577,1987,CIN,5.728395062
1578,1987,CLE,6.030864198
1579,1987,DET,5.635802469
1580,1987,HOU,5.777777778
1581,1987,KCR,6.382716049
1582,1987,LAD,5.697530864
1583,1987,MIL,6.419753086
1584,1987,MIN,5.543209877
1585,1987,NYM,6.24691358
1586,1987,NYY,5.858024691
1587,1987,OAK,6.518518519
1588,1987,PHI,6.845679012
1589,1987,PIT,5.641975309
1590,1987,SDP,6.12345679
1591,1987,SEA,5.327160494
1592,1987,SFG,6.75308642
1593,1987,STL,5.759259259
1594,1987,TEX,6.672839506
1595,1987,TOR,5.987654321
1596,1987,WSN,5.666666667
1597,1988,ANA,5.055555556
1598,1988,ATL,5.3
1599,1988,BAL,5.397515528
1600,1988,BOS,4.49382716
1601,1988,CHC,5.582822086
1602,1988,CHW,5.639751553
1603,1988,CIN,5.726708075
1604,1988,CLE,5.345679012
1605,1988,DET,5.191358025
1606,1988,HOU,5.185185185
1607,1988,KCR,5.863354037
1608,1988,LAD,5.845679012
1609,1988,MIL,5.62345679
1610,1988,MIN,5.135802469
1611,1988,NYM,5.2625
1612,1988,NYY,5.807453416
1613,1988,OAK,5.716049383
1614,1988,PHI,6.055555556
1615,1988,PIT,5.91875
1616,1988,SDP,5.540372671
1617,1988,SEA,4.888198758
1618,1988,SFG,6.314814815
1619,1988,STL,5.104938272
1620,1988,TEX,6.347826087
1621,1988,TOR,5.771604938
1622,1988,WSN,6.460122699
1623,1989,ANA,6.240740741
1624,1989,ATL,6.186335404
1625,1989,BAL,5.907407407
1626,1989,BOS,4.660493827
1627,1989,CHC,5.685185185
1628,1989,CHW,5.422360248
1629,1989,CIN,6.345679012
1630,1989,CLE,5.765432099
1631,1989,DET,5.549382716
1632,1989,HOU,5.308641975
1633,1989,KCR,5.537037037
1634,1989,LAD,5.53125
1635,1989,MIL,4.882716049
1636,1989,MIN,4.586419753
1637,1989,NYM,5.765432099
1638,1989,NYY,5.161490683
1639,1989,OAK,5.277777778
1640,1989,PHI,5.680981595
1641,1989,PIT,5.573170732
1642,1989,SDP,6.25308642
1643,1989,SEA,5.172839506
1644,1989,SFG,6.611111111
1645,1989,STL,5.170731707
1646,1989,TEX,6.104938272
1647,1989,TOR,5.697530864
1648,1989,WSN,5.913580247
1649,1990,ANA,6.172839506
1650,1990,ATL,6.234567901
1651,1990,BAL,5.97515528
1652,1990,BOS,4.907407407
1653,1990,CHC,5.364197531
1654,1990,CHW,5.574074074
1655,1990,CIN,5.635802469
1656,1990,CLE,5.160493827
1657,1990,DET,5.87654321
1658,1990,HOU,6.154320988
1659,1990,KCR,5.459627329
1660,1990,LAD,5.87654321
1661,1990,MIL,5.067901235
1662,1990,MIN,4.62345679
1663,1990,NYM,5.25308642
1664,1990,NYY,6.339506173
1665,1990,OAK,6.12345679
1666,1990,PHI,5.648148148
1667,1990,PIT,5.641975309
1668,1990,SDP,5.567901235
1669,1990,SEA,4.62345679
1670,1990,SFG,6.00617284
1671,1990,STL,5.209876543
1672,1990,TEX,6.50617284
1673,1990,TOR,5.987654321
1674,1990,WSN,6.320987654
1675,1991,ANA,5.728395062
1676,1991,ATL,5.592592593
1677,1991,BAL,6.012345679
1678,1991,BOS,5.061728395
1679,1991,CHC,5.49375
1680,1991,CHW,5.530864198
1681,1991,CIN,6.209876543
1682,1991,CLE,5.481481481
1683,1991,DET,7.314814815
1684,1991,HOU,6.339506173
1685,1991,KCR,5.981481481
1686,1991,LAD,5.907407407
1687,1991,MIL,4.950617284
1688,1991,MIN,4.611111111
1689,1991,NYM,4.900621118
1690,1991,NYY,5.314814815
1691,1991,OAK,6.055555556
1692,1991,PHI,6.333333333
1693,1991,PIT,5.561728395
1694,1991,SDP,6.598765432
1695,1991,SEA,5.00617284
1696,1991,SFG,6.00617284
1697,1991,STL,5.290123457
1698,1991,TEX,6.413580247
1699,1991,TOR,6.438271605
1700,1991,WSN,6.559006211
1701,1992,ANA,5.444444444
1702,1992,ATL,5.703703704
1703,1992,BAL,5.104938272
1704,1992,BOS,5.339506173
1705,1992,CHC,5.037037037
1706,1992,CHW,4.839506173
1707,1992,CIN,5.481481481
1708,1992,CLE,5.462962963
1709,1992,DET,6.512345679
1710,1992,HOU,6.327160494
1711,1992,KCR,4.574074074
1712,1992,LAD,5.549382716
1713,1992,MIL,4.808641975
1714,1992,MIN,5.148148148
1715,1992,NYM,5.901234568
1716,1992,NYY,5.574074074
1717,1992,OAK,5.12962963
1718,1992,PHI,6.537037037
1719,1992,PIT,5.382716049
1720,1992,SDP,5.333333333
1721,1992,SEA,5.191358025
1722,1992,SFG,6.586419753
1723,1992,STL,6.148148148
1724,1992,TEX,6.395061728
1725,1992,TOR,5.759259259
1726,1992,WSN,6.024691358
1727,1993,ANA,5.740740741
1728,1993,ATL,5.839506173
1729,1993,BAL,5.740740741
1730,1993,BOS,5.37654321
1731,1993,CHC,5.662576687
1732,1993,CHW,5.148148148
1733,1993,CIN,6.327160494
1734,1993,CLE,5.203703704
1735,1993,COL,5.827160494
1736,1993,DET,6.925925926
1737,1993,FLA,6.50617284
1738,1993,HOU,5.62345679
1739,1993,KCR,5.777777778
1740,1993,LAD,5.783950617
1741,1993,MIL,5.75308642
1742,1993,MIN,5.24691358
1743,1993,NYM,5.425925926
1744,1993,NYY,5.617283951
1745,1993,OAK,6.469135802
1746,1993,PHI,6.475308642
1747,1993,PIT,6
1748,1993,SDP,6.456790123
1749,1993,SEA,5.561728395
1750,1993,SFG,5.740740741
1751,1993,STL,5.444444444
1752,1993,TEX,6.074074074
1753,1993,TOR,5.314814815
1754,1993,WSN,5.27607362
1755,1994,ANA,6.217391304
1756,1994,ATL,5.859649123
1757,1994,BAL,5.848214286
1758,1994,BOS,6.286956522
1759,1994,CHC,6.637168142
1760,1994,CHW,5.026548673
1761,1994,CIN,6.417391304
1762,1994,CLE,5.566371681
1763,1994,COL,6.504273504
1764,1994,DET,7.8
1765,1994,FLA,6.486956522
1766,1994,HOU,6.243478261
1767,1994,KCR,6.069565217
1768,1994,LAD,6.026315789
1769,1994,MIL,5.913043478
1770,1994,MIN,5.619469027
1771,1994,NYM,7.14159292
1772,1994,NYY,5.840707965
1773,1994,OAK,6.01754386
1774,1994,PHI,6.182608696
1775,1994,PIT,6.359649123
1776,1994,SDP,6.512820513
1777,1994,SEA,5.821428571
1778,1994,SFG,6.252173913
1779,1994,STL,5.965217391
1780,1994,TEX,6.403508772
1781,1994,TOR,6.008695652
1782,1994,WSN,5.868421053
1783,1995,ANA,6.131034483
1784,1995,ATL,6.479166667
1785,1995,BAL,5.576388889
1786,1995,BOS,6.409722222
1787,1995,CHC,6.618055556
1788,1995,CHW,5.289655172
1789,1995,CIN,6.569444444
1790,1995,CLE,5.319444444
1791,1995,COL,6.548611111
1792,1995,DET,6.854166667
1793,1995,FLA,6.405594406
1794,1995,HOU,6.888888889
1795,1995,KCR,5.895833333
1796,1995,LAD,7.104166667
1797,1995,MIL,5.555555556
1798,1995,MIN,6.361111111
1799,1995,NYM,6.902777778
1800,1995,NYY,5.868965517
1801,1995,OAK,6.326388889
1802,1995,PHI,6.138888889
1803,1995,PIT,6.75
1804,1995,SDP,6.055555556
1805,1995,SEA,6.006896552
1806,1995,SFG,7.361111111
1807,1995,STL,6.433566434
1808,1995,TEX,6.090277778
1809,1995,TOR,6.291666667
1810,1995,WSN,6.256944444
1811,1996,ANA,6.049689441
1812,1996,ATL,6.37037037
1813,1996,BAL,5.613496933
1814,1996,BOS,6.296296296
1815,1996,CHC,6.728395062
1816,1996,CHW,5.722222222
1817,1996,CIN,7
1818,1996,CLE,5.242236025
1819,1996,COL,6.839506173
1820,1996,DET,7.827160494
1821,1996,FLA,6.925925926
1822,1996,HOU,6.524691358
1823,1996,KCR,5.857142857
1824,1996,LAD,7.345679012
1825,1996,MIL,6.086419753
1826,1996,MIN,5.913580247
1827,1996,NYM,6.598765432
1828,1996,NYY,5.611111111
1829,1996,OAK,6.87654321
1830,1996,PHI,6.740740741
1831,1996,PIT,6.104938272
1832,1996,SDP,6.259259259
1833,1996,SEA,6.534161491
1834,1996,SFG,7.339506173
1835,1996,STL,6.722222222
1836,1996,TEX,6.386503067
1837,1996,TOR,6.820987654
1838,1996,WSN,6.648148148
1839,1997,ANA,5.882716049
1840,1997,ATL,7.160493827
1841,1997,BAL,5.87654321
1842,1997,BOS,6.444444444
1843,1997,CHC,6.191358025
1844,1997,CHW,5.596273292
1845,1997,CIN,6.87037037
1846,1997,CLE,5.931677019
1847,1997,COL,6.543209877
1848,1997,DET,7.185185185
1849,1997,FLA,6.62962963
1850,1997,HOU,6.697530864
1851,1997,KCR,6.590062112
1852,1997,LAD,6.660493827
1853,1997,MIL,6.00621118
1854,1997,MIN,6.919753086
1855,1997,NYM,6.351851852
1856,1997,NYY,5.888888889
1857,1997,OAK,7.290123457
1858,1997,PHI,6.37037037
1859,1997,PIT,7.166666667
1860,1997,SDP,6.969135802
1861,1997,SEA,6.851851852
1862,1997,SFG,6.913580247
1863,1997,STL,7.351851852
1864,1997,TEX,6.888888889
1865,1997,TOR,7.024691358
1866,1997,WSN,6.691358025
1867,1998,ANA,6.345679012
1868,1998,ARI,7.648148148
1869,1998,ATL,6.555555556
1870,1998,BAL,5.574074074
1871,1998,BOS,6.475308642
1872,1998,CHC,7.503067485
1873,1998,CHW,5.619631902
1874,1998,CIN,6.833333333
1875,1998,CLE,6.549382716
1876,1998,COL,5.858024691
1877,1998,DET,6.604938272
1878,1998,FLA,6.913580247
1879,1998,HOU,6.925925926
1880,1998,KCR,6.111801242
1881,1998,LAD,6.518518519
1882,1998,MIL,6.413580247
1883,1998,MIN,5.648148148
1884,1998,NYM,6.475308642
1885,1998,NYY,6.327160494
1886,1998,OAK,6.925925926
1887,1998,PHI,6.666666667
1888,1998,PIT,6.503067485
1889,1998,SDP,6.617283951
1890,1998,SEA,6.714285714
1891,1998,SFG,6.380368098
1892,1998,STL,7.233128834
1893,1998,TBD,6.833333333
1894,1998,TEX,6.450617284
1895,1998,TOR,6.944785276
1896,1998,WSN,6.530864198
1897,1999,ANA,6.308641975
1898,1999,ARI,6.450617284
1899,1999,ATL,5.938271605
1900,1999,BAL,5.49382716
1901,1999,BOS,5.728395062
1902,1999,CHC,7.222222222
1903,1999,CHW,5
1904,1999,CIN,6.901840491
1905,1999,CLE,6.783950617
1906,1999,COL,5.327160494
1907,1999,DET,6.51552795
1908,1999,FLA,7.067901235
1909,1999,HOU,7.024691358
1910,1999,KCR,5.788819876
1911,1999,LAD,6.358024691
1912,1999,MIL,6.614906832
1913,1999,MIN,6.074534161
1914,1999,NYM,6.098159509
1915,1999,NYY,6.037037037
1916,1999,OAK,6.969135802
1917,1999,PHI,6.672839506
1918,1999,PIT,7.434782609
1919,1999,SDP,7.216049383
1920,1999,SEA,6.759259259
1921,1999,SFG,6.345679012
1922,1999,STL,7.465838509
1923,1999,TBD,6.432098765
1924,1999,TEX,5.783950617
1925,1999,TOR,6.648148148
1926,1999,WSN,5.796296296
1927,2000,ANA,6.320987654
1928,2000,ARI,6.018518519
1929,2000,ATL,6.234567901
1930,2000,BAL,5.555555556
1931,2000,BOS,6.290123457
1932,2000,CHC,6.913580247
1933,2000,CHW,5.925925926
1934,2000,CIN,6.104294479
1935,2000,CLE,6.524691358
1936,2000,COL,5.598765432
1937,2000,DET,6.061728395
1938,2000,FLA,7.354037267
1939,2000,HOU,6.969135802
1940,2000,KCR,5.185185185
1941,2000,LAD,6.685185185
1942,2000,MIL,7.63803681
1943,2000,MIN,6.302469136
1944,2000,NYM,6.401234568
1945,2000,NYY,6.254658385
1946,2000,OAK,7.198757764
1947,2000,PHI,6.895061728
1948,2000,PIT,6.37037037
1949,2000,SDP,7.265432099
1950,2000,SEA,6.62345679
1951,2000,SFG,6.37037037
1952,2000,STL,7.734567901
1953,2000,TBD,6.347826087
1954,2000,TEX,5.691358025
1955,2000,TOR,6.333333333
1956,2000,WSN,6.469135802
1957,2001,ANA,6.179012346
1958,2001,ARI,6.49382716
1959,2001,ATL,6.413580247
1960,2001,BAL,6.104938272
1961,2001,BOS,7.02484472
1962,2001,CHC,6.648148148
1963,2001,CHW,6.160493827
1964,2001,CIN,7.234567901
1965,2001,CLE,6.641975309
1966,2001,COL,6.339506173
1967,2001,DET,6
1968,2001,FLA,7.067901235
1969,2001,HOU,6.907407407
1970,2001,KCR,5.543209877
1971,2001,LAD,6.555555556
1972,2001,MIL,8.635802469
1973,2001,MIN,6.685185185
1974,2001,NYM,6.555555556
1975,2001,NYY,6.428571429
1976,2001,OAK,6.302469136
1977,2001,PHI,6.944444444
1978,2001,PIT,6.827160494
1979,2001,SDP,7.858024691
1980,2001,SEA,6.104938272
1981,2001,SFG,6.728395062
1982,2001,STL,6.722222222
1983,2001,TBD,6.888888889
1984,2001,TEX,6.74691358
1985,2001,TOR,6.75308642
1986,2001,WSN,6.611111111
1987,2002,ANA,4.969135802
1988,2002,ARI,6.271604938
1989,2002,ATL,6.385093168
1990,2002,BAL,6.12962963
1991,2002,BOS,5.827160494
1992,2002,CHC,7.833333333
