country,value,year
ARG,5.12E+01,1985
BRA,6.28E+01,1985
CHL,4.89E+01,1985
CHN,4.87E+01,1985
EGY,7.14E+01,1985
DEU,2.31E+01,1985
HKG,3.36E+01,1985
IND,6.63E+01,1985
IDN,6.81E+01,1985
JPN,3.17E+01,1985
KOR,4.58E+01,1985
MYS,6.61E+01,1985
MEX,7.81E+01,1985
PHL,7.61E+01,1985
RUS,3.35E+01,1985
ZAF,7.18E+01,1985
LKA,5.61E+01,1985
THA,5.68E+01,1985
TUR,6.75E+01,1985
GBR,2.93E+01,1985
USA,3.26E+01,1985
ARG,5.14E+01,1986
BRA,6.21E+01,1986
CHL,4.83E+01,1986
CHN,4.75E+01,1986
EGY,7.13E+01,1986
DEU,2.28E+01,1986
HKG,3.30E+01,1986
IND,6.59E+01,1986
IDN,6.67E+01,1986
JPN,3.07E+01,1986
KOR,4.40E+01,1986
MYS,6.55E+01,1986
MEX,7.59E+01,1986
PHL,7.55E+01,1986
RUS,3.38E+01,1986
ZAF,7.10E+01,1986
LKA,5.53E+01,1986
THA,5.44E+01,1986
TUR,6.64E+01,1986
GBR,2.90E+01,1986
USA,3.25E+01,1986
ARG,5.15E+01,1987
BRA,6.14E+01,1987
CHL,4.78E+01,1987
CHN,4.66E+01,1987
EGY,7.14E+01,1987
DEU,2.27E+01,1987
HKG,3.25E+01,1987
IND,6.54E+01,1987
IDN,6.52E+01,1987
JPN,2.95E+01,1987
KOR,4.20E+01,1987
MYS,6.48E+01,1987
MEX,7.36E+01,1987
PHL,7.49E+01,1987
RUS,3.41E+01,1987
ZAF,7.03E+01,1987
LKA,5.44E+01,1987
THA,5.21E+01,1987
TUR,6.52E+01,1987
GBR,2.89E+01,1987
USA,3.26E+01,1987
ARG,5.14E+01,1988
BRA,6.06E+01,1988
CHL,4.74E+01,1988
CHN,4.60E+01,1988
EGY,7.14E+01,1988
DEU,2.29E+01,1988
HKG,3.20E+01,1988
IND,6.50E+01,1988
IDN,6.38E+01,1988
JPN,2.84E+01,1988
KOR,4.01E+01,1988
MYS,6.41E+01,1988
MEX,7.14E+01,1988
PHL,7.44E+01,1988
RUS,3.43E+01,1988
ZAF,6.95E+01,1988
LKA,5.34E+01,1988
THA,4.99E+01,1988
TUR,6.39E+01,1988
GBR,2.89E+01,1988
USA,3.27E+01,1988
ARG,5.13E+01,1989
BRA,5.96E+01,1989
CHL,4.70E+01,1989
CHN,4.55E+01,1989
EGY,7.13E+01,1989
DEU,2.31E+01,1989
HKG,3.14E+01,1989
IND,6.45E+01,1989
IDN,6.23E+01,1989
JPN,2.73E+01,1989
KOR,3.84E+01,1989
MYS,6.33E+01,1989
MEX,6.92E+01,1989
PHL,7.38E+01,1989
RUS,3.44E+01,1989
ZAF,6.85E+01,1989
LKA,5.24E+01,1989
THA,4.79E+01,1989
TUR,6.26E+01,1989
GBR,2.90E+01,1989
USA,3.28E+01,1989
ARG,5.09E+01,1990
BRA,5.86E+01,1990
CHL,4.69E+01,1990
CHN,4.51E+01,1990
EGY,7.10E+01,1990
DEU,2.33E+01,1990
HKG,3.08E+01,1990
IND,6.40E+01,1990
IDN,6.09E+01,1990
JPN,2.63E+01,1990
KOR,3.69E+01,1990
MYS,6.26E+01,1990
MEX,6.73E+01,1990
PHL,7.32E+01,1990
RUS,3.44E+01,1990
ZAF,6.73E+01,1990
LKA,5.14E+01,1990
THA,4.63E+01,1990
TUR,6.12E+01,1990
GBR,2.91E+01,1990
USA,3.29E+01,1990
ARG,5.04E+01,1991
BRA,5.74E+01,1991
CHL,4.68E+01,1991
CHN,4.49E+01,1991
EGY,7.04E+01,1991
DEU,2.35E+01,1991
HKG,3.01E+01,1991
IND,6.33E+01,1991
IDN,5.95E+01,1991
JPN,2.54E+01,1991
KOR,3.57E+01,1991
MYS,6.19E+01,1991
MEX,6.55E+01,1991
PHL,7.26E+01,1991
RUS,3.42E+01,1991
ZAF,6.59E+01,1991
LKA,5.03E+01,1991
THA,4.49E+01,1991
TUR,5.98E+01,1991
GBR,2.93E+01,1991
USA,3.31E+01,1991
ARG,4.97E+01,1992
BRA,5.61E+01,1992
CHL,4.69E+01,1992
CHN,4.47E+01,1992
EGY,6.95E+01,1992
DEU,2.37E+01,1992
HKG,2.95E+01,1992
IND,6.26E+01,1992
IDN,5.82E+01,1992
JPN,2.47E+01,1992
KOR,3.47E+01,1992
MYS,6.13E+01,1992
MEX,6.40E+01,1992
PHL,7.19E+01,1992
RUS,3.39E+01,1992
ZAF,6.43E+01,1992
LKA,4.92E+01,1992
THA,4.38E+01,1992
TUR,5.84E+01,1992
GBR,2.96E+01,1992
USA,3.32E+01,1992
ARG,4.89E+01,1993
