indicator,value,year
SPURBTOTL,6.618287373,1965
SPURBTOTLINZS,8.468468468,1965
SPURBGROW,69.80409486,1965
NYADJDNGYCD,0,1966
NYADJDMINCD,6.844641651,1966
SPADOTFRT,63.61848574,1966
SPPOPDPND,100,1966
SPPOPDPNDOL,2.974358974,1966
SPPOPDPNDYG,100,1966
SPDYNCBRTIN,74.07407407,1966
AGPRDCROPXD,20.97436624,1966
SPDYNCDRTIN,62.3655914,1966
SPDYNTFRTIN,76.96850394,1966
AGPRDFOODXD,10.81837258,1966
AGLNDTOTLK2,100,1966
SPDYNLE00FEIN,17.99307958,1966
SPDYNLE00MAIN,15.24163569,1966
SPDYNLE00IN,16.84587814,1966
AGPRDLVSKXD,3.042100498,1966
ITCELSETS,0,1966
ITCELSETSP2,0,1966
SPPOPTOTL,16.59919028,1966
SPPOP0014TOZS,100,1966
SPPOP1564TOZS,0,1966
SPPOP65UPTOZS,0.370828183,1966
ENPOPDNST,16.36132531,1966
SPPOPGROW,73.8451087,1966
ENURBLCTY,16.50485437,1966
ENURBLCTYURZS,79.31034483,1966
SPPOPTOTLFEZS,0,1966
SEPRMDURS,1,1966
SEPRMAGES,1,1966
SPRURTOTL,100,1966
SPRURTOTLZS,88.64864865,1966
SESECDURS,1,1966
SESECAGES,1,1966
AGSRFTOTLK2,0,1966
SPDYNTO65FEZS,18.72146119,1966
SPDYNTO65MAZS,10.13215859,1966
ITMLTMAIN,0.533052179,1966
ITMLTMAINP2,0.81863947,1966
SPURBTOTL,8.679245283,1966
SPURBTOTLINZS,11.35135135,1966
SPURBGROW,100,1966
NYADJDNGYCD,0,1967
NYADJDMINCD,4.844365446,1967
SPADOTFRT,57.06325795,1967
SPPOPDPND,99.5959596,1967
SPPOPDPNDOL,2.461538462,1967
SPPOPDPNDYG,99.83050847,1967
SPDYNCBRTIN,71.22507123,1967
AGPRDCROPXD,16.72567625,1967
SPDYNCDRTIN,55.91397849,1967
SPDYNTFRTIN,74.21259843,1967
AGPRDFOODXD,8.719981348,1967
AGLNDTOTLK2,100,1967
SPDYNLE00FEIN,21.4532872,1967
SPDYNLE00MAIN,18.21561338,1967
SPDYNLE00IN,19.71326165,1967
AGPRDLVSKXD,2.824807605,1967
ITCELSETS,0,1967
ITCELSETSP2,0,1967
SPPOPTOTL,19.43319838,1967
SPPOP0014TOZS,100,1967
SPPOP1564TOZS,0.518134715,1967
SPPOP65UPTOZS,0.123609394,1967
ENPOPDNST,19.05934708,1967
SPPOPGROW,71.12771739,1967
ENURBLCTY,20.63106796,1967
ENURBLCTYURZS,82.75862069,1967
SPPOPTOTLFEZS,0,1967
SEPRMDURS,1,1967
SEPRMAGES,1,1967
SPRURTOTL,99.08592322,1967
SPRURTOTLZS,85.58558559,1967
SESECDURS,1,1967
SESECAGES,1,1967
AGSRFTOTLK2,0,1967
SPDYNTO65FEZS,21.91780822,1967
SPDYNTO65MAZS,11.89427313,1967
ITMLTMAIN,0.679748371,1967
ITMLTMAINP2,1.033781078,1967
SPURBTOTL,10.88534107,1967
SPURBTOTLINZS,14.41441441,1967
SPURBGROW,95.28649286,1967
NYADJDNGYCD,0,1968
NYADJDMINCD,3.351144053,1968
SPADOTFRT,53.13012127,1968
SPPOPDPND,98.38383838,1968
SPPOPDPNDOL,2.051282051,1968
SPPOPDPNDYG,98.81355932,1968
SPDYNCBRTIN,68.66096866,1968
AGPRDCROPXD,17.00892225,1968
SPDYNCDRTIN,50.43010753,1968
SPDYNTFRTIN,71.8503937,1968
AGPRDFOODXD,8.603404057,1968
AGLNDTOTLK2,100,1968
SPDYNLE00FEIN,24.91349481,1968
SPDYNLE00MAIN,21.18959108,1968
SPDYNLE00IN,22.9390681,1968
AGPRDLVSKXD,3.549117248,1968
ITCELSETS,0,1968
ITCELSETSP2,0,1968
SPPOPTOTL,22.26720648,1968
SPPOP0014TOZS,99.27007299,1968
SPPOP1564TOZS,1.554404145,1968
SPPOP65UPTOZS,0,1968
ENPOPDNST,21.75736884,1968
SPPOPGROW,69.08967391,1968
ENURBLCTY,25.24271845,1968
ENURBLCTYURZS,87.93103448,1968
SPPOPTOTLFEZS,0,1968
SEPRMDURS,1,1968
SEPRMAGES,1,1968
SPRURTOTL,99.08592322,1968
SPRURTOTLZS,82.52252252,1968
SESECDURS,1,1968
SESECAGES,1,1968
AGSRFTOTLK2,0,1968
SPDYNTO65FEZS,25.79908676,1968
SPDYNTO65MAZS,13.87665198,1968
ITMLTMAIN,0.853224615,1968
ITMLTMAINP2,1.281692448,1968
SPURBTOTL,12.91727141,1968
SPURBTOTLINZS,17.47747748,1968
SPURBGROW,91.01487701,1968
NYADJDNGYCD,0,1969
NYADJDMINCD,2.236442933,1969
SPADOTFRT,49.52474598,1969
SPPOPDPND,96.16161616,1969
SPPOPDPNDOL,1.743589744,1969
SPPOPDPNDYG,96.94915254,1969
SPDYNCBRTIN,66.66666667,1969
AGPRDCROPXD,26.35604022,1969
SPDYNCDRTIN,44.83870968,1969
SPDYNTFRTIN,69.68503937,1969
AGPRDFOODXD,14.19911401,1969
AGLNDTOTLK2,100,1969
SPDYNLE00FEIN,28.71972318,1969
SPDYNLE00MAIN,24.16356877,1969
SPDYNLE00IN,26.16487455,1969
AGPRDLVSKXD,5.387052965,1969
ITCELSETS,0,1969
ITCELSETSP2,0,1969
