indicator,value,year
SPPOP65UPTOZS,34.93975904,1976
ENPOPDNST,28.22409321,1976
SPPOPGROW,22.83950617,1976
ENURBLCTY,30.18867925,1976
ENURBLCTYURZS,62.39554318,1976
SPPOPTOTLFEZS,50,1976
SEPRMDURS,1,1976
SEPRMAGES,1,1976
SPRURTOTL,43.42105263,1976
SPRURTOTLZS,70.16129032,1976
SESECDURS,1,1976
SESECAGES,1,1976
AGSRFTOTLK2,0.452939127,1976
SPDYNTO65FEZS,40.81632653,1976
SPDYNTO65MAZS,26.9005848,1976
ITMLTMAIN,23.31245651,1976
ITMLTMAINP2,26.37889688,1976
SPURBTOTL,26.71755725,1976
SPURBTOTLINZS,29.83870968,1976
SPURBGROW,2.844500632,1976
NYADJDNGYCD,17.33386116,1977
NYADJDMINCD,0.306768361,1977
SPADOTFRT,38.24091778,1977
SPPOPDPND,25.41436464,1977
SPPOPDPNDOL,29.78723404,1977
SPPOPDPNDYG,33.33333333,1977
SPDYNCBRTIN,21.81818182,1977
AGPRDCROPXD,39.50620698,1977
SPDYNCDRTIN,33.33333333,1977
SPDYNTFRTIN,2.617801047,1977
AGPRDFOODXD,36.46025415,1977
AGLNDTOTLK2,100,1977
SPDYNLE00FEIN,51.25,1977
SPDYNLE00MAIN,33.98058252,1977
SPDYNLE00IN,39.77272727,1977
AGPRDLVSKXD,29.24168265,1977
ITCELSETS,0,1977
ITCELSETSP2,0,1977
SPPOPTOTL,29.77099237,1977
SPPOP0014TOZS,38.73873874,1977
SPPOP1564TOZS,71.62162162,1977
SPPOP65UPTOZS,39.75903614,1977
ENPOPDNST,29.61780014,1977
SPPOPGROW,29.01234568,1977
ENURBLCTY,30.18867925,1977
ENURBLCTYURZS,58.49582173,1977
SPPOPTOTLFEZS,60,1977
SEPRMDURS,1,1977
SEPRMAGES,1,1977
SPRURTOTL,51.31578947,1977
SPRURTOTLZS,70.16129032,1977
SESECDURS,1,1977
SESECAGES,1,1977
AGSRFTOTLK2,0.452939127,1977
SPDYNTO65FEZS,45.91836735,1977
SPDYNTO65MAZS,30.99415205,1977
ITMLTMAIN,25.12178149,1977
ITMLTMAINP2,28.53717026,1977
SPURBTOTL,27.48091603,1977
SPURBTOTLINZS,29.83870968,1977
SPURBGROW,6.447534766,1977
NYADJDNGYCD,19.79005098,1978
NYADJDMINCD,0.18289361,1978
SPADOTFRT,37.8585086,1978
SPPOPDPND,20.99447514,1978
SPPOPDPNDOL,31.91489362,1978
SPPOPDPNDYG,28.76712329,1978
SPDYNCBRTIN,20.90909091,1978
AGPRDCROPXD,40.62056632,1978
SPDYNCDRTIN,38.88888889,1978
