indicator,value,year
SPPOP1564TOZS,38.02816901,1976
SPPOP65UPTOZS,8.158508159,1976
ENPOPDNST,34.90423038,1976
SPPOPGROW,70.2173913,1976
ENURBLCTY,43.90243902,1976
ENURBLCTYURZS,8.988764045,1976
SPPOPTOTLFEZS,40,1976
SEPRMDURS,0,1976
SEPRMAGES,100,1976
SPRURTOTL,30.01060445,1976
SPRURTOTLZS,4.444444444,1976
SESECDURS,0,1976
SESECAGES,100,1976
AGSRFTOTLK2,1,1976
SPDYNTO65FEZS,40,1976
SPDYNTO65MAZS,60.75268817,1976
ITMLTMAIN,0.579839429,1976
ITMLTMAINP2,0.48901196,1976
SPURBTOTL,66.66666667,1976
SPURBTOTLINZS,95.55555556,1976
SPURBGROW,47.08695652,1976
NYADJDNGYCD,1,1977
NYADJDMINCD,0,1977
SPADOTFRT,29.14572864,1977
SPPOPDPND,54.31472081,1977
SPPOPDPNDOL,7.169811321,1977
SPPOPDPNDYG,61.2590799,1977
SPDYNCBRTIN,50.80213904,1977
AGPRDCROPXD,32.71308915,1977
SPDYNCDRTIN,8.306188925,1977
SPDYNTFRTIN,42.12121212,1977
AGPRDFOODXD,31.6340854,1977
AGLNDTOTLK2,1,1977
SPDYNLE00FEIN,43.91891892,1977
SPDYNLE00MAIN,58.51851852,1977
SPDYNLE00IN,51.4084507,1977
AGPRDLVSKXD,31.70530292,1977
ITCELSETS,0,1977
ITCELSETSP2,0,1977
SPPOPTOTL,36.36363636,1977
SPPOP0014TOZS,69.82248521,1977
SPPOP1564TOZS,40.14084507,1977
SPPOP65UPTOZS,10.02331002,1977
ENPOPDNST,36.61727695,1977
SPPOPGROW,70.43478261,1977
ENURBLCTY,45.36585366,1977
ENURBLCTYURZS,7.865168539,1977
SPPOPTOTLFEZS,40,1977
SEPRMDURS,0,1977
SEPRMAGES,100,1977
SPRURTOTL,32.13149523,1977
SPRURTOTLZS,6.666666667,1977
SESECDURS,0,1977
SESECAGES,100,1977
AGSRFTOTLK2,1,1977
SPDYNTO65FEZS,42.27272727,1977
SPDYNTO65MAZS,63.97849462,1977
ITMLTMAIN,0.607716325,1977
ITMLTMAINP2,0.500795381,1977
SPURBTOTL,68.62745098,1977
SPURBTOTLINZS,93.33333333,1977
SPURBGROW,47.04347826,1977
NYADJDNGYCD,1,1978
NYADJDMINCD,0,1978
SPADOTFRT,28.51758794,1978
SPPOPDPND,52.53807107,1978
SPPOPDPNDOL,9.056603774,1978
SPPOPDPNDYG,59.07990315,1978
SPDYNCBRTIN,49.73262032,1978
AGPRDCROPXD,38.16193504,1978
SPDYNCDRTIN,6.188925081,1978
SPDYNTFRTIN,40,1978
AGPRDFOODXD,36.28482789,1978
AGLNDTOTLK2,1,1978
SPDYNLE00FEIN,47.2972973,1978
SPDYNLE00MAIN,61.48148148,1978
SPDYNLE00IN,54.22535211,1978
AGPRDLVSKXD,29.60392762,1978
