indicator,value,year
SPDYNCBRTIN,68.71794872,1973
AGPRDCROPXD,14.89735115,1973
SPDYNCDRTIN,49.23076923,1973
SPDYNTFRTIN,69.8019802,1973
AGPRDFOODXD,14.36971862,1973
AGLNDTOTLK2,1,1973
SPDYNLE00FEIN,32.8125,1973
SPDYNLE00MAIN,34.11764706,1973
SPDYNLE00IN,33.96226415,1973
AGPRDLVSKXD,13.96616399,1973
ITCELSETS,0,1973
ITCELSETSP2,0,1973
SPPOPTOTL,18.45930233,1973
SPPOP0014TOZS,80.95238095,1973
SPPOP1564TOZS,21.00840336,1973
SPPOP65UPTOZS,11.39240506,1973
ENPOPDNST,18.57963489,1973
SPPOPGROW,71.00591716,1973
ENURBLCTY,22.03567681,1973
ENURBLCTYURZS,81.39534884,1973
SPPOPTOTLFEZS,0,1973
SEPRMDURS,1,1973
SEPRMAGES,100,1973
SPRURTOTL,24.09240924,1973
SPRURTOTLZS,77.41935484,1973
SESECDURS,1,1973
SESECAGES,91.66666667,1973
AGSRFTOTLK2,1,1973
SPDYNTO65FEZS,30.92783505,1973
SPDYNTO65MAZS,32.9787234,1973
ITMLTMAIN,4.828251098,1973
ITMLTMAINP2,10.55872341,1973
SPURBTOTL,14.37467566,1973
SPURBTOTLINZS,22.58064516,1973
SPURBGROW,65.60846561,1973
NYADJDNGYCD,0.018441171,1974
NYADJDMINCD,3.169223704,1974
SPADOTFRT,38.67403315,1974
SPPOPDPND,73.77892031,1974
SPPOPDPNDOL,65.85365854,1974
SPPOPDPNDYG,73.7244898,1974
SPDYNCBRTIN,67.69230769,1974
AGPRDCROPXD,18.42858139,1974
SPDYNCDRTIN,48.26923077,1974
SPDYNTFRTIN,67.07920792,1974
AGPRDFOODXD,18.52016593,1974
AGLNDTOTLK2,1,1974
SPDYNLE00FEIN,34.375,1974
SPDYNLE00MAIN,34.11764706,1974
SPDYNLE00IN,34.90566038,1974
AGPRDLVSKXD,19.82576579,1974
ITCELSETS,0,1974
ITCELSETSP2,0,1974
SPPOPTOTL,20.20348837,1974
SPPOP0014TOZS,78.57142857,1974
SPPOP1564TOZS,22.68907563,1974
SPPOP65UPTOZS,15.18987342,1974
ENPOPDNST,20.31198308,1974
SPPOPGROW,69.82248521,1974
ENURBLCTY,25.39349423,1974
ENURBLCTYURZS,91.86046512,1974
SPPOPTOTLFEZS,0,1974
SEPRMDURS,1,1974
SEPRMAGES,100,1974
SPRURTOTL,25.74257426,1974
SPRURTOTLZS,74.7311828,1974
SESECDURS,1,1974
SESECAGES,91.66666667,1974
AGSRFTOTLK2,1,1974
SPDYNTO65FEZS,32.4742268,1974
SPDYNTO65MAZS,32.9787234,1974
ITMLTMAIN,5.394603032,1974
ITMLTMAINP2,11.49635889,1974
SPURBTOTL,15.93149974,1974
SPURBTOTLINZS,25.2688172,1974
SPURBGROW,64.28571429,1974
